submission_date,submission_client,submission_asset,submission_service,submission_snap_time,submission_curr_1,submission_curr_2,submission_onshore_offshore_curr_1,submission_onshore_offshore_curr_2,submission_instrument_type,submission_tenor,submission_fwrd_conversion_factor,submission_value_source,submission_value_source_ref_id,submission_spot_reference_price,submission_mid_fwrd_outright,submission_mid_fwrd_points
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,BRL,RUB,Offshore,,Forward,30Y,1,,,13.26470486,-105892.1262,-105905.3909
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Spot Price,Spot,,,,0.718190274,,0.718190274
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,ON,10000,,,0.718190274,0.718171685,-0.18588929
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,TN,10000,,,0.718190274,0.718171685,-0.18588929
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,SpotNext,10000,,,0.718190274,0.718171685,-0.18588929
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,1W,10000,,,0.718190274,0.718057803,-1.324713222
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,2W,10000,,,0.718190274,0.717926799,-2.63474846
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,1M,10000,,,0.718190274,0.717403713,-7.865608936
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,2M,10000,,,0.718190274,0.716828939,-13.61335129
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,3M,10000,,,0.718190274,0.716243668,-19.46606132
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,6M,10000,,,0.718190274,0.713893257,-42.97017098
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,9M,10000,,,0.718190274,0.710861464,-73.28810067
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,1Y,10000,,,0.718190274,0.707312382,-108.7789149
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,18M,10000,,,0.718190274,0.698800599,-193.8967452
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,2Y,10000,,,0.718190274,0.690666401,-275.2387251
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,3Y,10000,,,0.718190274,0.674655445,-435.3482931
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,4Y,10000,,,0.718190274,0.659788256,-584.0201745
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,5Y,10000,,,0.718190274,0.646895495,-712.9477902
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,7Y,10000,,,0.718190274,0.622391288,-957.9898573
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,10Y,10000,,,0.718190274,0.583831925,-1343.583487
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,15Y,10000,,,0.718190274,0.518366134,-1998.241398
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,20Y,10000,,,0.718190274,0.456649177,-2615.410967
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,25Y,10000,,,0.718190274,0.407037544,-3111.527297
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CHF,,,Forward,30Y,10000,,,0.718190274,0.361463832,-3567.264424
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Spot Price,Spot,,,,17.59271754,,17.59271754
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,ON,10000,,,17.59271754,17.59391442,11.96873539
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,TN,10000,,,17.59271754,17.59391442,11.96873539
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,SpotNext,10000,,,17.59271754,17.59391442,11.96873539
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,1W,10000,,,17.59271754,17.60134559,86.28048259
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,2W,10000,,,17.59271754,17.60985883,171.4128204
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,1M,10000,,,17.59271754,17.60354336,108.2582042
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,2M,10000,,,17.59271754,17.63759805,448.8050846
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,3M,10000,,,17.59271754,17.67382677,811.0922718
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,6M,10000,,,17.59271754,17.79980453,2070.869894
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,9M,10000,,,17.59271754,17.89710847,3043.909255
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,1Y,10000,,,17.59271754,17.99413047,4014.129239
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,18M,10000,,,17.59271754,18.09371248,5009.949352
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,2Y,10000,,,17.59271754,18.16015698,5674.394316
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,3Y,10000,,,17.59271754,18.23174192,6390.243741
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,4Y,10000,,,17.59271754,18.29243318,6997.156319
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,5Y,10000,,,17.59271754,18.35758629,7648.687435
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,7Y,10000,,,17.59271754,18.32417046,7314.529109
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,10Y,10000,,,17.59271754,18.0757459,4830.283561
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,15Y,10000,,,17.59271754,17.84691213,2541.94587
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,20Y,10000,,,17.59271754,18.9876948,13949.77255
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,25Y,10000,,,17.59271754,20.07722793,24845.10391
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,CZK,,,Forward,30Y,10000,,,17.59271754,21.35530548,37625.87937
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Spot Price,Spot,,,,5.121777033,,5.121777033
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,ON,10000,,,5.121777033,5.121685905,-0.911279146
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,TN,10000,,,5.121777033,5.121685905,-0.911279146
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,SpotNext,10000,,,5.121777033,5.121685905,-0.911279146
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,1W,10000,,,5.121777033,5.121124351,-6.526822442
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,2W,10000,,,5.121777033,5.120403853,-13.73180376
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,1M,10000,,,5.121777033,5.117247414,-45.29619543
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,2M,10000,,,5.121777033,5.113932226,-78.44807184
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,3M,10000,,,5.121777033,5.110570742,-112.062907
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,6M,10000,,,5.121777033,5.096044247,-257.3278564
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,9M,10000,,,5.121777033,5.076783733,-449.9329987
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,1Y,10000,,,5.121777033,5.053673905,-681.0312815
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,18M,10000,,,5.121777033,4.996480743,-1252.962905
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,2Y,10000,,,5.121777033,4.941945879,-1798.311536
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,3Y,10000,,,5.121777033,4.832136379,-2896.406539
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,4Y,10000,,,5.121777033,4.733573791,-3882.032418
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,5Y,10000,,,5.121777033,4.645918006,-4758.59027
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,7Y,10000,,,5.121777033,4.479595921,-6421.811116
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,10Y,10000,,,5.121777033,4.247807243,-8739.697904
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,15Y,10000,,,5.121777033,3.906368102,-12154.08931
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,20Y,10000,,,5.121777033,3.567828593,-15539.4844
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,25Y,10000,,,5.121777033,3.266572869,-18552.04164
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,DKK,,,Forward,30Y,10000,,,5.121777033,3.02658967,-20951.87364
