submission_date,submission_client,submission_asset,submission_service,submission_snap_time,submission_curr_1,submission_curr_2,submission_onshore_offshore_curr_1,submission_onshore_offshore_curr_2,submission_instrument_type,submission_tenor,submission_fwrd_conversion_factor,submission_value_source,submission_value_source_ref_id,submission_spot_reference_price,submission_mid_fwrd_outright,submission_mid_fwrd_points
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,18M,10000,,,21.69002004,20.84981201,-8402.080279
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,2Y,10000,,,21.69002004,20.60465046,-10853.69578
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,3Y,10000,,,21.69002004,20.25810188,-14319.18163
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,4Y,10000,,,21.69002004,20.00732777,-16826.92275
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,5Y,10000,,,21.69002004,20.03106489,-16589.55153
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,7Y,10000,,,21.69002004,19.55520718,-21348.12856
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,10Y,10000,,,21.69002004,18.42621687,-32638.03167
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,15Y,10000,,,21.69002004,16.57600202,-51140.18024
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,20Y,10000,,,21.69002004,14.93383065,-67561.89393
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,25Y,10000,,,21.69002004,13.69935448,-79906.6556
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,TWD,,Offshore,Forward,30Y,10000,,,21.69002004,12.73212807,-89578.91968
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Spot Price,Spot,,,,12.44806994,,12.44806994
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,ON,10000,,,12.44806994,12.44978233,17.12388291
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,TN,10000,,,12.44806994,12.44978233,17.12388291
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,SpotNext,10000,,,12.44806994,12.44978233,17.12388291
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,1W,10000,,,12.44806994,12.4593432,112.7325953
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,2W,10000,,,12.44806994,12.4736466,255.7665486
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,1M,10000,,,12.44806994,12.51188645,638.1650691
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,2M,10000,,,12.44806994,12.55870105,1106.311112
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,3M,10000,,,12.44806994,12.60476845,1566.985048
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,6M,10000,,,12.44806994,12.7448376,2967.676603
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,9M,10000,,,12.44806994,12.87642819,4283.58252
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,1Y,10000,,,12.44806994,13.00786797,5597.980257
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,18M,10000,,,12.44806994,13.2909802,8429.102639
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,2Y,10000,,,12.44806994,13.62489579,11768.25848
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,3Y,10000,,,12.44806994,14.33538309,18873.13153
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,4Y,10000,,,12.44806994,15.1803889,27323.1896
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,5Y,10000,,,12.44806994,16.17901388,37309.43941
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,7Y,10000,,,12.44806994,18.59631711,61482.47172
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,10Y,10000,,,12.44806994,23.20428357,107562.1363
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,15Y,10000,,,12.44806994,32.66610468,202180.3474
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,20Y,10000,,,12.44806994,45.4488049,330007.3496
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,25Y,10000,,,12.44806994,62.86282288,504147.5294
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CAD,ZAR,,,Forward,30Y,10000,,,12.44806994,84.47787089,720298.0095
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Spot Price,Spot,,,,6.944365659,,6.944365659
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,ON,10000,,,6.944365659,6.944426732,0.610727872
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,TN,10000,,,6.944365659,6.944426732,0.610727872
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,SpotNext,10000,,,6.944365659,6.944426732,0.610727872
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,1W,10000,,,6.944365659,6.944797703,4.320435454
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,2W,10000,,,6.944365659,6.945311971,9.463119613
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,1M,10000,,,6.944365659,6.947236367,28.70707304
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,2M,10000,,,6.944365659,6.949755295,53.89635496
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,3M,10000,,,6.944365659,6.951371626,70.05966755
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,6M,10000,,,6.944365659,6.957975985,136.1032535
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,9M,10000,,,6.944365659,6.964590317,202.2465807
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,1Y,10000,,,6.944365659,6.971271093,269.0543326
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,18M,10000,,,6.944365659,6.985102811,407.371512
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,2Y,10000,,,6.944365659,6.996551866,521.8620696
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,3Y,10000,,,6.944365659,7.019891619,755.2595937
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,4Y,10000,,,6.944365659,7.041462197,970.9653794
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,5Y,10000,,,6.944365659,7.060340125,1159.744656
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,7Y,10000,,,6.944365659,7.096229681,1518.640215
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,10Y,10000,,,6.944365659,7.151994081,2076.284219
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,15Y,10000,,,6.944365659,7.259189952,3148.242927
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,20Y,10000,,,6.944365659,7.38970527,4453.396109
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,25Y,10000,,,6.944365659,7.545220366,6008.547065
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CNH,,,Forward,30Y,10000,,,6.944365659,7.746802779,8024.371199
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Spot Price,Spot,,,,24.49590058,,24.49590058
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,ON,1,,,24.49590058,26.79650102,2.300600443
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,TN,1,,,24.49590058,26.79650102,2.300600443
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,SpotNext,1,,,24.49590058,26.79650102,2.300600443
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,1W,1,,,24.49590058,41.03085438,16.53495381
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,2W,1,,,24.49590058,57.36183579,32.86593522
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,1M,1,,,24.49590058,64.75351039,40.25760981
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,2M,1,,,24.49590058,133.626035,109.1301344
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,3M,1,,,24.49590058,204.3133332,179.8174326
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,6M,1,,,24.49590058,462.0211048,437.5252043
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,9M,1,,,24.49590058,705.2427871,680.7468866
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,1Y,1,,,24.49590058,968.7415958,944.2456953
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,18M,1,,,24.49590058,1421.121025,1396.625125
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,2Y,1,,,24.49590058,1822.268998,1797.773098
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,3Y,1,,,24.49590058,2552.377708,2527.881807
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,4Y,1,,,24.49590058,3253.297905,3228.802004
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,5Y,1,,,24.49590058,3906.57358,3882.07768
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,7Y,1,,,24.49590058,4970.155326,4945.659425
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,10Y,1,,,24.49590058,6489.125436,6464.629536
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,15Y,1,,,24.49590058,9957.75834,9933.262439
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,20Y,1,,,24.49590058,17109.08149,17084.58559
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,25Y,1,,,24.49590058,24853.84362,24829.34772
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,CZK,,,Forward,30Y,1,,,24.49590058,34608.65705,34584.16115
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Spot Price,Spot,,,,8.503708956,,8.503708956
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,ON,10000,,,8.503708956,8.503912955,2.039984791
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,TN,10000,,,8.503708956,8.503912955,2.039984791
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,SpotNext,10000,,,8.503708956,8.503912955,2.039984791
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,1W,10000,,,8.503708956,8.505184961,14.76004978
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,2W,10000,,,8.503708956,8.506658361,29.49404475
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,1M,10000,,,8.503708956,8.516592747,128.8379053
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,2M,10000,,,8.503708956,8.524073326,203.6436984
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,3M,10000,,,8.503708956,8.530002756,262.9380043
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,6M,10000,,,8.503708956,8.55273225,490.2329442
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,9M,10000,,,8.503708956,8.577711768,740.02812
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,1Y,10000,,,8.503708956,8.605456386,1017.474295
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,18M,10000,,,8.503708956,8.674538445,1708.294885
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,2Y,10000,,,8.503708956,8.7566618,2529.528443
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,3Y,10000,,,8.503708956,8.91799689,4142.879337
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,4Y,10000,,,8.503708956,9.08850146,5847.925039
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,5Y,10000,,,8.503708956,9.256709402,7530.004461
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,7Y,10000,,,8.503708956,9.611571093,11078.62137
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,10Y,10000,,,8.503708956,10.1766471,16729.38142
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,15Y,10000,,,8.503708956,11.31729126,28135.82305
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,20Y,10000,,,8.503708956,12.68925625,41855.4729
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,25Y,10000,,,8.503708956,14.15295763,56492.4867
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,HKD,,,Forward,30Y,10000,,,8.503708956,15.97279819,74690.89233
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Spot Price,Spot,,,,122.9382568,,122.9382568
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,ON,100,,,122.9382568,122.9407164,0.245957866
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,TN,100,,,122.9382568,122.9407164,0.245957866
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,SpotNext,100,,,122.9382568,122.9407164,0.245957866
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,1W,100,,,122.9382568,122.9561153,1.785853619
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,2W,100,,,122.9382568,122.9731064,3.484960916
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,1M,100,,,122.9382568,123.0399727,10.17159169
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,2M,100,,,122.9382568,123.1045255,16.62687381
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,3M,100,,,122.9382568,123.1662376,22.79808431
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,6M,100,,,122.9382568,123.3594022,42.11453687
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,9M,100,,,122.9382568,123.5297229,59.14661524
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,1Y,100,,,122.9382568,123.6860213,74.77644976
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,18M,100,,,122.9382568,123.9981725,105.9915757
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,2Y,100,,,122.9382568,124.1977244,125.9467592
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,3Y,100,,,122.9382568,123.8877659,94.950913
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,4Y,100,,,122.9382568,123.7218907,78.3633946
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,5Y,100,,,122.9382568,123.4165866,47.83297809
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,7Y,100,,,122.9382568,122.5757158,-36.25409492
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,10Y,100,,,122.9382568,121.6523028,-128.5954022
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,15Y,100,,,122.9382568,121.8738256,-106.4431218
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,20Y,100,,,122.9382568,124.5295243,159.1267534
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,25Y,100,,,122.9382568,129.292097,635.3840208
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,JPY,,,Forward,30Y,100,,,122.9382568,137.3685088,1443.025201
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,,Spot Price,Spot,,,,1290.498527,,1290.498527
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,ON,1,,,1290.498527,1298.114635,7.616108079
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,TN,1,,,1290.498527,1298.114635,7.616108079
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,SpotNext,1,,,1290.498527,1298.114635,7.616108079
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,1W,1,,,1290.498527,1344.642171,54.14364368
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,2W,1,,,1290.498527,1373.734293,83.23576553
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,1M,1,,,1290.498527,1542.304055,251.8055281
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,2M,1,,,1290.498527,1717.557735,427.0592075
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,3M,1,,,1290.498527,1861.211784,570.7132571
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,6M,1,,,1290.498527,2397.776476,1107.277949
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,9M,1,,,1290.498527,2917.232168,1626.733641
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,1Y,1,,,1290.498527,3479.540835,2189.042307
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,18M,1,,,1290.498527,4362.266714,3071.768187
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,2Y,1,,,1290.498527,5413.652605,4123.154078
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,3Y,1,,,1290.498527,7696.271036,6405.772508
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,4Y,1,,,1290.498527,9874.803544,8584.305016
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,5Y,1,,,1290.498527,12037.5146,10747.01608
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,7Y,1,,,1290.498527,16575.11052,15284.612
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,10Y,1,,,1290.498527,23454.14113,22163.64261
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,15Y,1,,,1290.498527,37653.20876,36362.71023
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,20Y,1,,,1290.498527,53962.76093,52672.2624
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,25Y,1,,,1290.498527,71991.64104,70701.14251
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,KRW,,Offshore,Forward,30Y,1,,,1290.498527,95804.77955,94514.28103
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Spot Price,Spot,,,,9.878310085,,9.878310085
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,ON,10000,,,9.878310085,9.878622433,3.123483075
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,TN,10000,,,9.878310085,9.878622433,3.123483075
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,SpotNext,10000,,,9.878310085,9.878622433,3.123483075
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,1W,10000,,,9.878310085,9.88051376,22.03675835
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,2W,10000,,,9.878310085,9.882691142,43.8105739
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,1M,10000,,,9.878310085,9.894669668,163.5958339
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,2M,10000,,,9.878310085,9.907417101,291.0701606
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,3M,10000,,,9.878310085,9.919333064,410.2297973
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,6M,10000,,,9.878310085,9.96176669,834.5660503
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,9M,10000,,,9.878310085,10.00732345,1290.133659
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,1Y,10000,,,9.878310085,10.05827306,1799.629715
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,18M,10000,,,9.878310085,10.16284803,2845.379489
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,2Y,10000,,,9.878310085,10.26915096,3908.408758
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,3Y,10000,,,9.878310085,10.48243109,6041.210017
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,4Y,10000,,,9.878310085,10.69762769,8193.176049
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,5Y,10000,,,9.878310085,10.90428417,10259.74088
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,7Y,10000,,,9.878310085,11.29303316,14147.23074
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,10Y,10000,,,9.878310085,11.84100599,19626.9591
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,15Y,10000,,,9.878310085,12.67911314,28008.03053
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,20Y,10000,,,9.878310085,13.48762957,36093.19484
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,25Y,10000,,,9.878310085,14.52691883,46486.08747
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,NOK,,,Forward,30Y,10000,,,9.878310085,15.76012644,58818.16357
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Spot Price,Spot,,,,80.79594376,,80.79594376
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,ON,10000,,,80.79594376,80.81457381,186.3004336
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,TN,10000,,,80.79594376,80.81457381,186.3004336
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,SpotNext,10000,,,80.79594376,80.81457381,186.3004336
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,1W,10000,,,80.79594376,80.92676738,1308.236196
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,2W,10000,,,80.79594376,81.05881746,2628.736954
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,1M,10000,,,80.79594376,81.6272584,8313.146429
